"prot"	"species"	"np_A"	"np_C"	"np_D"	"pd_A"	"pd_B"	"pd_C"	"pd_D"	"tp_pd_A"	"tp_pd_B"	"tp_pd_C"	"tp_pd_D"
"RL7A_YEAST"	"Yeast"	-1.45835414273052	0.144565425244643	0.202102469384608	-1.11007966272955	-0.579868493035678	-0.0686610290924976	0.784621117489527	-0.948973033953727	-0.968057871283161	0.306382224790984	0.404664356802444
"NONO_HUMAN"	"Human"	-0.215494584761006	-0.699774478054238	-0.56106414719316	-0.181527441261089	-0.211006772091717	0.0189759220358356	-0.00883420955919356	0.173374411133301	0.244536254799113	0.209982223682176	0.475955217950345
"GNAS1_HUMAN;GNAS2_HUMAN"	"Human"	NA	NA	-0.910155324973242	NA	NA	NA	NA	NA	NA	NA	NA
"ABCD3_HUMAN"	"Human"	NA	NA	NA	0.297513355266819	NA	0.145497010817262	NA	NA	NA	NA	NA
"RENT1_HUMAN"	"Human"	-0.0849074540169354	-0.144635243248318	0.0304576609904799	0.0743164402403888	0.281054244264102	0.209330512291591	-0.0790782386082724	0.642174656022712	0.0986409247296384	0.405512068212204	-0.250258213189236
"RLA2_HUMAN"	"Human"	1.53082477861992	2.54532620286723	1.33413969755102	-0.106651111449091	-0.123933468159455	-1.21459139959681	-1.08718316250809	-0.196796157178007	-0.130638803468741	0.542793880225034	1.53576714290573
"AL9A1_HUMAN"	"Human"	-0.208530748993814	-1.35570122261785	NA	-0.0291542621579084	-0.355070217319704	-0.138034218716206	-0.701395748583267	-0.68068022082615	0.121857511025864	0.221914739287646	0.0316450710318402
"PDC10_HUMAN"	"Human"	0.881141718835452	0.637534037100282	0.892461687774983	0.00779324570401277	-0.785998802312357	0.467297851913338	-0.107765717411113	-1.37743758711611	-1.25940846458076	-0.130100273670563	-0.819680714208967
"SF3B2_HUMAN"	"Human"	0.46764522543496	0.117861193628467	0.211846033941191	-0.411510600092825	-0.169336504775544	-0.0981436089463052	-0.324231498670966	-0.0181507588931866	0.248415755845984	-0.358895689955515	0.100232317666129
"CLH1_HUMAN"	"Human"	0.550738684107354	0.879714163946007	0.909585628653654	-0.131219531859839	-0.251014003175602	-0.123790965847707	-0.164537002649393	-0.0711523136553805	0.0817754861808508	-0.0982282628192474	-0.136055180901384
"AIMP1_HUMAN"	"Human"	-0.204307029810172	-0.204866062288825	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SC160_YEAST"	"Yeast"	NA	NA	-0.125278958234659	-1.03949887974044	0.597716979247742	0.327316831746036	1.13936017435097	-0.189151041879299	1.19296952592977	-0.211707023692718	0.326548801279666
"PR40A_HUMAN"	"Human"	NA	-0.147404282460074	1.48430274156368	-0.575226853092817	-0.729838728792651	0.260112045740788	-0.759716347066666	0.499167602973163	-0.0955703934503974	0.607417607623861	-0.153631955242939
"RPA2_HUMAN"	"Human"	NA	NA	NA	0.35940209904868	NA	-1.67845081505955	-0.0301029224025593	0.0893048517477082	0.37211588165442	-0.744468829191481	0.327467237419473
"GLSK_HUMAN"	"Human"	NA	-2.83263090141267	NA	0.944721857953596	0.284127376207022	-0.30120561607631	0.2159506027417	0.330880614046373	0.340926441704995	-0.203201222230206	0.3209099362118
"MYPT1_HUMAN"	"Human"	NA	NA	NA	-0.555126712143466	NA	-0.0946388211345583	-0.455133916554292	-2.16655095721231	-0.392520694520567	NA	NA
"THUM3_HUMAN"	"Human"	3.20757571653357	NA	NA	NA	NA	0.200302389204447	0.824095750360956	NA	NA	-0.0813174146238202	-1.24335703407266
"MACF1_HUMAN"	"Human"	-1.88258265891111	NA	NA	-0.48425305754129	-0.110312601201227	-0.0208443265348537	0.139682770673254	0.874564673231681	0.0863177675946698	0.386518826893157	-0.230410397317626
"YGP1_YEAST"	"Yeast"	NA	0.278845614775252	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RL36B_YEAST"	"Yeast"	NA	-0.566143194460757	-0.126744973263441	-1.35564614454937	-0.175452639016667	0.378548301573067	0.520469512647219	-0.7845753409141	0.385213182443953	0.653298973810761	0.856226165492933
"SNX3_HUMAN"	"Human"	NA	NA	NA	-0.364433377404375	0.0312279403821624	0.422705805854731	1.42897103528044	-0.356214791856458	0.504252625489821	0.0690143752556775	-0.35544253457636
"SPB9_HUMAN"	"Human"	NA	NA	NA	NA	-0.257656685811657	-0.181730720248041	0.0680949618923862	NA	-0.232161754244372	0.373475723959891	-0.393168431169667
"MATR3_HUMAN"	"Human"	-0.103503949882511	-0.137603069769045	0.362147337523859	-0.15550002899196	-0.099633824916281	-0.0389892101284791	-0.359071714198935	0.258385843390388	-0.0104257633045945	0.220094313357958	-0.0793391292156972
"LAS1L_HUMAN"	"Human"	-0.956796943866654	NA	NA	-0.6458456850049	-0.843128355339333	0.277061947248875	0.0806408818963855	0.982512360642985	0.14711887564553	0.0526766982514152	-0.61181588733419
"ADT2_YEAST"	"Yeast"	NA	1.23680474135838	-0.177227792457119	NA	-1.8089459511603	-0.3808604555837	-0.0344527172687212	NA	0.0478654902608277	NA	0.862570725683607
"AP1B1_HUMAN"	"Human"	NA	NA	NA	0.109551033417953	-0.177289298178911	-0.26404842271265	-0.313178812277814	0.0111136668081968	0.201276995922529	0.52694451276889	NA
"RU17_HUMAN"	"Human"	-0.597192262824002	-1.18385444052234	-0.568507264142149	1.14602687098995	0.283367833403602	-0.58351375067822	NA	0.191925737854512	-0.00118670460586749	0.419478870844213	0.465486972328564
"MDN1_HUMAN"	"Human"	NA	NA	NA	-0.648008547976013	-0.318783481546748	-0.296938768250292	-0.82787362393691	-0.910204810639794	0.500408107251214	0.177471946886852	1.55967801906896
"ACON_HUMAN"	"Human"	0.124231671733796	0.640492340512078	-0.715866407470269	-1.03070774037098	0.510830170718429	0.333464944918583	0.355813984531425	-0.243550458765534	0.608398247702534	0.0363826258981861	0.0153080562278633
"PGK_YEAST"	"Yeast"	-2.89920171648506	-0.252555320115738	-0.0801985799768732	-1.06763535094453	-0.0898474829732806	0.248050041681535	0.457021565189773	-0.402628797668346	-0.306081279842516	-0.0893644192848063	1.0373110788493
"CAND1_HUMAN"	"Human"	-0.244575356017605	-0.361835703714292	-0.213904450065943	0.781220995614568	1.45817220592856	-0.103263379878915	0.222864412229487	-0.415583619386789	0.5161774509482	-0.967218924285499	-0.154539585809308
"ACTN4_HUMAN"	"Human"	-0.975902979768728	-0.913030793708838	-0.983864206999526	0.738690286409094	0.181264889577509	-0.024043651822481	-0.162495762173213	-0.0986458026232521	-0.32878510351467	0.342429223212727	0.0578036505787167
"SRP68_HUMAN"	"Human"	-0.662176792850904	NA	NA	-0.320380909892459	0.0145642548390433	-0.134961387845164	-0.27517336731575	-0.806600651010022	0.247427546154519	0.0580723940599671	-1.09087245956209
"RING2_HUMAN"	"Human"	1.59142140093452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RM43_HUMAN"	"Human"	NA	NA	NA	0.401675661916037	0.0952578430414733	NA	1.06465112608701	0.636751857776361	-0.916243433402666	-0.402185243182325	0.965692853703032
"PUR2_HUMAN"	"Human"	0.320024980042516	0.51124427219938	0.88810872372054	-0.111737927659003	-0.250729638318227	-0.318792802677969	-0.180328309958405	-0.182252862727864	-0.161921463320358	0.12628923654974	0.160853466471955
"IPO7_HUMAN"	"Human"	-0.365236275393378	-1.2688345148956	-1.8634161231093	0.0241639226271906	-0.0664004932383301	0.137268321567056	-0.183704513240424	-0.110854612584873	-0.352795885191942	-0.18652439525265	-0.638305878530408
"FPPS_HUMAN"	"Human"	-0.292416475510835	NA	0.0178057381504153	NA	NA	NA	NA	NA	NA	NA	NA
"XPO2_HUMAN"	"Human"	0.513497172465757	0.573373238405499	0.152992781323311	0.0507660731260667	0.0291322214230875	-0.128626190161264	-0.00953789628519433	0.22780743917487	-0.518142846068995	-0.186104494787402	-0.33184050612389
"PMA1_YEAST"	"Yeast"	-2.23423032823794	0.247917773543383	-0.0450435854876179	-0.93289999815942	-0.148111682802663	0.628738660214403	0.888714735506494	-0.47233138729772	0.00122654106130043	0.22600071472691	0.776487664675507
"DHE3_HUMAN"	"Human"	0.259418333939202	0.567900583361048	-1.3427354401809	-0.389012474436107	0.507521222438914	-0.610742559084271	-0.475956666002257	0.0102134940931378	0.0838575223747844	-0.545803515791823	0.131860771958472
"GARS_HUMAN"	"Human"	0.240347889142043	-0.0803837505322597	0.0332286460178166	0.195714847863563	0.348171872767864	-0.131354927271646	-0.155010737788217	0.192501927322481	0.338050525863666	0.146340295088577	-0.329049833723821
"STA5A_HUMAN"	"Human"	1.74349922895506	1.63185484188769	1.29481179000248	-0.461409355674825	-0.443648243387823	0.0589820226265296	0.157935883817146	-0.628245879236591	0.106417981446642	0.140121043087807	-0.148104999058463
"PGAM5_HUMAN"	"Human"	-2.06465643962084	NA	NA	-0.351734520781851	-0.151488445074423	0.0341677862860589	-0.117026401949056	-0.232702428950116	-0.288297943869312	0.410366493249673	0.483158525178491
"MBB1A_HUMAN"	"Human"	-0.465702483548732	-1.6444063522934	-1.08794280662622	NA	NA	NA	NA	NA	NA	NA	1.21185980548946
"2AAB_HUMAN"	"Human"	NA	NA	NA	0.355645913451621	0.388753952414321	1.06956717388799	0.00546062424928317	0.538432515536096	0.416837275176256	0.788240860849595	0.406448071279015
"ARL8B_HUMAN"	"Human"	-0.310135588382313	-0.643724470128106	NA	-0.00671032955722373	NA	0.326544105665335	NA	-0.116637879858245	0.352214814795452	0.711752159397627	NA
"YBOX1_HUMAN"	"Human"	-0.0991392757263538	0.665573572240862	0.918150420723294	-0.022078525353601	0.209474955272968	0.112232654374158	0.0523757401204524	-0.578073611584407	-0.702298011284554	-0.524395731860985	-0.555975471734677
"SNX2_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	-0.0969288507732808	NA	NA	NA	NA
"RFC3_HUMAN"	"Human"	NA	NA	NA	-0.568675133089387	NA	-0.653201685378544	-0.38228288921857	NA	NA	NA	NA
"PP6R1_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	0.904527738438295	NA	NA	0.398590673247512	-4.85441321437643
"PPIL4_HUMAN"	"Human"	NA	NA	NA	-0.0460309838812709	NA	-1.13202508287717	-0.0137798914574931	NA	0.0487263310976262	-0.248631221833461	NA
"ABCBA_HUMAN"	"Human"	-0.121506777596441	NA	NA	-0.088778844172034	-0.5886628236004	0.797234263081438	NA	NA	-0.721461353037012	0.322640911362045	0.282323110346966
"SMCE1_HUMAN"	"Human"	-1.05096999801613	NA	NA	-0.144087611126973	0.234435837223655	0.196296983173603	0.0755509368307727	0.214746746004667	-0.0717631303589801	-0.99426493473074	0.676906249892146
"SMC2_HUMAN"	"Human"	NA	-0.621161797440406	NA	0.0713631250415588	0.362808508695137	0.229144700132306	-0.192671787378148	0.170842058976682	0.154994172808467	0.63967488865972	0.346246962554152
"LYPL1_HUMAN"	"Human"	0.60737828313311	NA	NA	1.5095093153237	0.446045908601583	-0.632605421087837	0.122423000598323	1.26948156164306	-0.201688449888465	0.142773963089627	-0.936428197025698
"COPG2_HUMAN"	"Human"	NA	1.9414743147512	NA	0.216545455448634	-0.35234618451793	0.12965271539075	-0.0266703460849947	-0.290936873025912	0.732936062296264	0.743423217196634	-0.0314442797532329
"IMDH1_HUMAN"	"Human"	0.196827046704032	NA	NA	0.660911281574284	1.67753525939472	0.946051465873132	NA	0.443840351303324	0.0316171294822877	-0.101555618620977	0.850647288088398
"ECH1_HUMAN"	"Human"	-0.751241434810002	NA	NA	-0.172017492473743	0.367109783564937	0.973192100979953	0.763277724592552	1.27152573076035	0.669815236275441	0.848414745709196	-2.37088151859852
"GLYM_HUMAN"	"Human"	-0.78325096773256	-0.346791964673358	-0.5751060405784	0.0674411977038035	0.117606938178698	-0.149290238796762	0.127006015681521	0.0757669554736488	-0.0740982821812556	-0.13188918714476	0.00482656242903348
"SYEP_HUMAN"	"Human"	0.47802161576277	0.604580666938536	0.288224547778066	-0.0844019055366784	-0.138158299041162	0.0636625297630307	0.180811562999314	0.109931888067302	0.111459617394929	0.0809222608709917	0.389254107706435
"COX41_HUMAN"	"Human"	1.74273570532076	1.62068505389718	1.64526897466148	-0.171073389342389	-0.10553431302781	-0.0431240701331038	-0.0668355259514415	NA	-0.704786985153416	-0.39918288699909	0.174793560550595
"SYFA_HUMAN"	"Human"	NA	-0.335216584066514	NA	0.0772772525526313	-0.0368672067877914	0.0620341048007291	-0.104818670285489	-0.147196660973047	-0.107907005560788	-0.7053259985069	-0.170822027300806
"CARF_HUMAN"	"Human"	NA	NA	NA	0.0806853253607611	NA	NA	0.637057209714671	NA	NA	NA	NA
"NCBP2_HUMAN"	"Human"	NA	NA	NA	0.127639580931725	-0.261354946098002	0.304744239172988	-0.197239155545816	NA	NA	NA	NA
"UBP15_HUMAN"	"Human"	-0.100523833677524	0.562236940179949	1.13991875434077	0.0183324825339232	-0.0241451079121955	-0.0909717641875114	0.13668907404616	0.0110747318246002	-0.178066488833158	0.259885690354856	0.617317086530083
"LEG1_HUMAN"	"Human"	-0.88579667859654	-0.503111397730533	NA	-0.148492641835969	-0.0890165432291726	-0.09348794371373	-0.0335778792636236	NA	NA	NA	NA
"GAPD1_HUMAN"	"Human"	-0.939115114880846	-0.980987239274013	-0.674680351289532	0.812636634811025	1.95308228168862	-0.780077538811294	0.130135029165149	NA	NA	-0.33235264060838	0.191771798233131
"PYRG2_HUMAN"	"Human"	-0.164703897984021	NA	NA	NA	NA	NA	NA	-1.07523975548586	NA	0.812177218097338	0.289362963703212
"OGFR_HUMAN"	"Human"	0.205817277788019	0.485588406720478	NA	0.132114580910138	-0.59060754611604	0.411748330981472	-0.370487445687549	-0.296056388149682	0.468285899512481	0.028231720043753	-0.891801219850649
"PPME1_HUMAN"	"Human"	0.00880624468164062	NA	0.329664665163677	0.185687867452861	NA	-0.258054074105815	-0.760470546616794	NA	NA	NA	NA
"RL10_YEAST"	"Yeast"	NA	0.0134576339511602	-0.437648989703947	-1.50816118593607	-0.227390721385902	0.639083431845378	0.818905846879412	-0.58089419158647	-0.201550095503582	0.675030064324236	0.136185547833655
"SR140_HUMAN"	"Human"	NA	NA	NA	-0.502525201514373	-0.555475129414221	-0.122818227141671	0.220616919830718	0.427300097233405	NA	1.03460945945191	NA
"PUR1_HUMAN"	"Human"	-3.09718656182303	-2.8934693141396	-2.7445228056773	0.862438516505363	NA	-0.0411887524417668	-0.103638010237653	NA	NA	2.12795191138886	NA
"GRP75_HUMAN"	"Human"	0.891510265915483	0.875181470317199	0.82196629762116	-0.0626797490372113	-0.07941739739617	0.153370362575758	0.0607216148932133	-0.321135914036219	-0.213188283270944	-0.120510017596261	-0.0942312905791653
"KAD1_HUMAN"	"Human"	-1.39554667653959	NA	-0.533515796420058	0.183389760134935	-0.291236654725769	-1.04126668549985	-0.150170633226771	NA	1.51939695895878	-0.120729282277253	-0.0679012941231043
"SYMPK_HUMAN"	"Human"	-0.664722812480953	NA	-0.702581889972782	1.40376331211647	1.44428742195366	0.763463286057007	-0.0278844877041077	NA	NA	-0.0522132047597157	-6.43793609197459
"UMPS_HUMAN"	"Human"	0.34016050350674	NA	NA	-0.305173073146297	0.511987531203506	0.842455888114921	0.434333186004416	0.720303945299999	0.477787458749761	0.718274977772948	0.809734582412415
"NBN_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.636884584543839	NA
"RPB1_HUMAN"	"Human"	NA	NA	NA	1.59925241795813	-1.64302765690698	0.771161178822592	NA	NA	1.43276834160392	0.0422658030343716	-0.245702925324164
"RHG01_HUMAN"	"Human"	NA	NA	NA	0.348697656180103	NA	-0.423594110512013	0.652827779846287	NA	NA	NA	0.392292835405149
"ACLY_HUMAN"	"Human"	-0.937605281444164	-0.726106573870355	-0.531479360260416	0.0319872735507986	0.255150069097723	-0.0484465685280298	-0.0804225038227513	-0.209470951927893	0.270756398859673	0.101753309560636	-0.190764738102265
"ACADM_HUMAN"	"Human"	0.0872982069732773	0.409999142225586	-0.108617102098926	-0.230542350544849	-0.131080846449317	-0.267744352007318	-0.0344052835672365	-0.846784909606945	-0.391960963132917	0.0342482604723064	-0.396477139062154
"VDAC2_HUMAN"	"Human"	0.532192306511378	0.549429655987293	0.297290408240788	0.249598238984382	-0.0762201009249962	0.148535640612564	0.300270452847791	-0.633603574994447	-0.642491463752807	-0.612963014124157	-0.43821297388916
"DDB1_HUMAN"	"Human"	-1.2308472777086	-0.684639809957177	0.115844945413118	-0.654791970253186	0.35642681783119	-0.346512248784483	0.322498419311139	-0.314587961662792	0.258023610326142	-0.230833600017486	-0.280382629712429
"RAP1B_HUMAN"	"Human"	0.728691797315416	1.28783637879962	NA	NA	NA	0.471581337152063	NA	NA	NA	NA	NA
"RAGP1_HUMAN"	"Human"	-0.342121743014487	-0.704376308053399	0.225589555205211	0.13503373970794	0.6224527015006	0.210894430694811	0.165019085819786	-0.0377242745343219	-0.203515683548038	0.323544536929314	0.321030123868716
"HNRPM_HUMAN"	"Human"	0.24982495505557	0.0650319730226663	0.131212623790465	-0.0345701557068715	0.0919810372793506	-0.076307190881391	-0.00908311542912502	-0.213002754007294	0.0389287889713195	-0.126211244865591	-0.126370436768621
"AN32B_HUMAN"	"Human"	-2.27557757681297	-2.19634713107773	-2.04490304544399	0.512393745869266	0.207072023537657	0.547991140859972	0.720300068495294	-0.00887783024217603	0.291587422215027	-0.091027532604993	0.445411265100131
"RS9_HUMAN"	"Human"	-1.14056991138107	-0.361605313992567	-0.86912694149894	0.0943765831418783	-0.180415245102961	-0.193841039576602	0.0319854917314555	0.15352487528038	-0.507561827106045	-0.0924712747346337	0.245553562172661
"PAXB1_HUMAN"	"Human"	NA	NA	NA	-0.56430922101427	0.542257474711499	NA	NA	NA	NA	NA	NA
"GNL1_HUMAN"	"Human"	NA	NA	NA	0.830061394301911	-6.36275936875593	0.602330516787548	1.24358595914735	-1.83447087995255	1.54634599111503	-0.402198741169878	0.100570475317005
"AP2M1_HUMAN"	"Human"	-2.5180402451206	NA	NA	0.367346897619721	NA	0.022992098656071	-0.215798832201438	NA	NA	0.610886102207346	NA
"PRP8_HUMAN"	"Human"	0.423563728169427	0.00209268236160587	0.390490416115086	0.208417911099131	-0.0149526364739656	0.0924039208861549	-0.18527509721194	-0.174712546006729	-0.390980669617439	-0.155614755540587	0.0496346588541681
"TF3C4_HUMAN"	"Human"	NA	NA	-2.06556048670577	NA	0.693859021154732	-0.345053082798625	NA	-0.586170826036264	-0.00230218500118129	-2.92429211285694	-2.39312999196817
"SMU1_HUMAN"	"Human"	0.0282717616458101	NA	NA	-0.0340028476376816	0.242303729248606	-0.121787114238628	0.00210774817344939	0.245006375517763	-3.24773964371941	0.370827808694943	0.934816499098472
"RFC4_HUMAN"	"Human"	0.168508604279654	1.23734090088366	-0.285888704912303	-0.00657140803005979	-0.0544686236091745	0.218204902631011	-0.592823610910574	-0.585225051736513	-0.00693545745494972	0.307300129396887	0.624037932693833
"LPPRC_HUMAN"	"Human"	0.654442260587008	0.762604770351002	-0.382068304318824	-0.188734899331644	0.344180133311698	0.0347388351963721	0.073227260450382	-0.27950298463464	0.0809719164454478	-0.313267621334361	-0.360684616752309
"DAK1_YEAST"	"Yeast"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0121861205504768
"SYIC_HUMAN"	"Human"	0.829353224329686	0.461440611132918	0.947325909337432	0.0705953374577463	0.0784640000340492	0.158278090666947	0.210554200263738	-0.0199984423509988	-0.423290413120876	-0.450008758124928	-0.267497613895478
"UBP10_HUMAN"	"Human"	1.06471828478584	0.662813630677861	1.17465383787849	-0.309024789470728	-0.398913112505435	0.25150274071891	0.63267138249936	1.23604152715676	-0.492651268456532	-0.520922617556374	0.464263365842811
"XRN2_HUMAN"	"Human"	-0.98794062766904	-1.57632105223292	NA	NA	NA	-1.48665958903749	NA	-0.704953801804404	NA	1.87033274884702	-0.342203756763942
"MSH6_HUMAN"	"Human"	0.320557442433135	0.388029747659305	0.101782005710608	-0.815775250763615	-3.41261195693251	-0.750678571912446	0.288368965515165	NA	1.31829028101197	0.128052503846571	-3.38598779059489
"FLNA_HUMAN"	"Human"	0.475119643237364	0.37774480963421	1.00157301078495	-0.223275472979657	-0.651603726242749	-0.114403466432891	-0.277631648502299	0.120564176984633	0.546703205128689	-0.0884847976781373	0.0955135931006826
"PININ_HUMAN"	"Human"	-0.897323149253707	0.0523055690066129	-0.398078290240546	0.185030604812013	0.213633324088068	-0.0232099541074343	0.112329632592375	-0.112450876329543	-0.236963930923818	-0.129075757237876	-0.21044960559164
"ATX10_HUMAN"	"Human"	NA	NA	NA	0.306380294159783	-0.413715690427398	-0.178310905608862	-0.018546676887263	-0.7907102733417	NA	0.974325886388899	0.496508881654859
"DIM1_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	0.413367289541732	NA	-0.268670953291872	0.90421569666125
"RBM14_HUMAN"	"Human"	-0.258686009459599	-0.231991721814745	0.00927219717221439	-0.0184105915650183	0.55649663402031	-0.0972722193710099	-0.134931663470673	-0.0193591104063262	0.449218861403683	-0.0791118627741581	-0.495989915524154
